POB1,nom_estado,nom_mun,2006,2007,2008,2009,2010,2011,2012,2013,2014
16275,Puebla,Tepatlaxco de Hidalgo,0,0,0,0,0,0,1,0,0
74708,Puebla,Tepeaca,0,0,0,0,0,2,2,11,50
1141,Puebla,Tepemaxalco,0,0,0,0,0,0,0,0,0
8056,Puebla,Tepeojuma,0,0,0,0,0,0,0,0,0
10240,Puebla,Tepetzintla,0,0,0,0,0,0,0,0,0
6580,Puebla,Tepexco,0,0,0,0,0,0,0,0,0
20478,Puebla,Tepexi de Rodríguez,0,0,0,0,0,0,0,1,0
16390,Puebla,Tepeyahualco,0,0,0,0,0,0,0,0,0
3365,Puebla,Tepeyahualco de Cuauhtémoc,0,0,0,0,0,0,0,0,0
25793,Puebla,Tetela de Ocampo,0,0,0,0,0,1,2,1,2
5689,Puebla,Teteles de Ávila Castillo,0,0,0,0,0,0,0,0,1
92246,Puebla,Teziutlán,0,0,1,0,0,1,1,3,5
9807,Puebla,Tianguismanalco,0,0,0,0,0,0,0,0,0
8401,Puebla,Tilapa,0,0,0,0,0,0,0,0,0
48268,Puebla,Tlacotepec de Benito Juárez,0,0,0,0,0,0,0,0,0
17115,Puebla,Tlacuilotepec,0,0,0,0,0,0,0,0,1
28568,Puebla,Tlachichuca,0,0,0,0,0,0,0,0,0
36518,Puebla,Tlahuapan,0,0,0,0,0,0,0,0,0
6269,Puebla,Tlaltenango,0,0,0,0,0,0,0,0,0
4833,Puebla,Tlanepantla,0,0,0,0,0,0,0,0,0
19826,Puebla,Tlaola,0,0,0,0,0,0,0,0,0
6406,Puebla,Tlapacoya,0,0,0,0,0,0,0,0,0
8404,Puebla,Tlapanalá,0,0,0,0,0,0,0,0,0
51495,Puebla,Tlatlauquitepec,0,0,0,0,0,0,0,0,1
5415,Puebla,Tlaxco,0,0,0,0,0,0,0,0,0
17028,Puebla,Tochimilco,0,0,0,0,0,1,0,0,0
19701,Puebla,Tochtepec,0,0,0,0,0,0,0,0,0
1155,Puebla,Totoltepec de Guerrero,0,0,0,0,0,0,0,0,0
9245,Puebla,Tulcingo,0,0,0,0,0,0,0,0,0
5983,Puebla,Tuzamapan de Galeana,0,0,0,0,0,0,0,0,0
6242,Puebla,Tzicatlacoyan,0,0,0,0,0,0,0,0,0
27890,Puebla,Venustiano Carranza,0,0,0,0,0,0,0,1,5
24217,Puebla,Vicente Guerrero,0,0,0,0,0,0,0,1,0
1649,Puebla,Xayacatlán de Bravo,0,0,0,0,0,0,0,0,0
75601,Puebla,Xicotepec,0,0,1,0,0,0,1,3,0
1241,Puebla,Xicotlán,0,0,0,0,0,0,0,0,0
37910,Puebla,Xiutetelco,0,0,0,0,0,2,0,0,0
3911,Puebla,Xochiapulco,0,0,0,0,0,0,0,0,0
3187,Puebla,Xochiltepec,0,0,0,0,0,0,0,0,0
12249,Puebla,Xochitlán de Vicente Suárez,0,0,0,0,0,1,0,0,0
6049,Puebla,Xochitlán Todos Santos,0,0,0,0,0,0,0,0,0
7514,Puebla,Yaonáhuac,0,0,0,0,0,0,0,0,0
22976,Puebla,Yehualtepec,0,0,0,0,0,0,0,0,0
4224,Puebla,Zacapala,0,0,0,0,0,0,0,0,0
53295,Puebla,Zacapoaxtla,0,0,0,0,0,1,2,1,0
76296,Puebla,Zacatlán,0,0,1,0,0,2,2,2,7
8220,Puebla,Zapotitlán,0,0,0,0,0,1,0,0,0
5608,Puebla,Zapotitlán de Méndez,0,0,0,0,0,0,0,0,0
15444,Puebla,Zaragoza,0,0,0,0,0,0,0,0,0
19438,Puebla,Zautla,0,0,0,0,0,0,0,0,0
12530,Puebla,Zihuateutla,0,0,0,0,0,0,0,0,0
15690,Puebla,Zinacatepec,0,0,0,0,0,0,0,0,0
4599,Puebla,Zongozotla,0,0,0,0,0,0,0,0,0
2639,Puebla,Zoquiapan,0,0,0,0,0,0,0,0,0
20529,Puebla,Zoquitlán,0,0,0,0,0,0,0,0,0
9875,Tlaxcala,Amaxac de Guerrero,0,0,0,0,0,0,0,0,0
13361,Tlaxcala,Apetatitlán de Antonio Carvajal,0,0,0,0,0,0,0,0,1
6018,Tlaxcala,Atlangatepec,0,0,0,0,0,0,0,0,0
15935,Tlaxcala,Altzayanca,0,0,0,0,0,0,0,0,0
76492,Tlaxcala,Apizaco,0,0,0,0,0,0,0,2,2
44807,Tlaxcala,Calpulalpan,0,0,0,0,0,0,0,0,0
15368,Tlaxcala,El Carmen Tequexquitla,0,0,0,0,0,0,0,0,0
13671,Tlaxcala,Cuapiaxtla,0,0,0,0,0,0,0,0,0
5066,Tlaxcala,Cuaxomulco,0,0,0,0,0,0,0,0,0
66149,Tlaxcala,Chiautempan,0,0,0,0,0,0,0,0,0
4285,Tlaxcala,Muñoz de Domingo Arenas,0,0,0,0,0,0,0,0,0
8399,Tlaxcala,Españita,0,0,0,0,0,0,0,0,0
84979,Tlaxcala,Huamantla,0,0,0,0,0,0,0,0,0
13879,Tlaxcala,Hueyotlipan,0,0,0,0,0,0,0,0,0
35162,Tlaxcala,Ixtacuixtla de Mariano Matamoros,0,0,0,0,0,0,0,0,0
6791,Tlaxcala,Ixtenco,0,0,0,0,0,0,0,0,0
9740,Tlaxcala,Mazatecochco de José María Morelos,0,0,0,0,0,0,0,0,0
35084,Tlaxcala,Contla de Juan Cuamatzi,0,0,0,1,0,0,0,0,0
18725,Tlaxcala,Tepetitla de Lardizábal,0,0,0,0,0,0,0,0,0
8474,Tlaxcala,Sanctórum de Lázaro Cárdenas,0,0,0,0,0,0,0,0,0
16640,Tlaxcala,Nanacamilpa de Mariano Arista,0,0,0,0,0,1,1,0,0
5711,Tlaxcala,Acuamanala de Miguel Hidalgo,0,0,0,0,0,0,0,0,0
23621,Tlaxcala,Natívitas,0,0,0,0,0,0,0,0,0
25128,Tlaxcala,Panotla,0,0,0,0,0,0,0,0,0
69615,Tlaxcala,San Pablo del Monte,0,0,0,0,0,0,0,0,0
17968,Tlaxcala,Santa Cruz Tlaxcala,0,0,0,0,0,0,0,0,0
11763,Tlaxcala,Tenancingo,0,0,0,0,0,0,0,0,0
21671,Tlaxcala,Teolocholco,0,0,0,0,0,0,1,0,0
11048,Tlaxcala,Tepeyanco,0,0,0,0,0,0,0,0,0
13775,Tlaxcala,Terrenate,0,0,0,0,0,0,0,0,0
28760,Tlaxcala,Tetla de la Solidaridad,0,0,0,0,0,0,0,0,0
12410,Tlaxcala,Tetlatlahuca,0,0,0,0,0,0,0,1,0
89795,Tlaxcala,Tlaxcala,0,0,0,1,0,0,0,2,0
39939,Tlaxcala,Tlaxco,0,0,0,0,0,0,0,0,0
5589,Tlaxcala,Tocatlán,0,0,0,0,0,0,0,0,0
20625,Tlaxcala,Totolac,0,0,0,0,0,0,0,0,0
8224,Tlaxcala,Zitlaltepec de Trinidad Sánchez Sa,0,0,0,0,0,0,0,0,0
14611,Tlaxcala,Tzompantepec,0,0,0,0,0,0,0,0,0
21769,Tlaxcala,Xaloztoc,0,0,0,0,0,0,0,0,0
9777,Tlaxcala,Xaltocan,0,0,0,0,0,0,0,0,0
26997,Tlaxcala,Papalotla de Xicohténcatl,0,0,0,0,0,0,0,0,0
12255,Tlaxcala,Xicohtzinco,0,0,0,0,0,0,0,0,0
33081,Tlaxcala,Yauhquemecan,0,0,0,0,0,0,0,0,0
38654,Tlaxcala,Zacatelco,0,0,0,0,0,0,0,0,0
5687,Tlaxcala,Benito Juárez,0,0,0,0,0,0,0,0,0
4146,Tlaxcala,Emiliano Zapata,0,0,0,0,0,0,0,0,0
2769,Tlaxcala,Lázaro Cárdenas,0,0,0,0,0,0,0,0,0
16834,Tlaxcala,La Magdalena Tlaltelulco,0,0,0,0,0,0,0,0,0
5064,Tlaxcala,San Damián Texoloc,0,0,0,0,0,0,0,0,0
9880,Tlaxcala,San Francisco Tetlanohcan,0,0,0,0,0,0,0,0,0
3581,Tlaxcala,San Jerónimo Zacualpan,0,0,0,0,0,0,0,1,0
5660,Tlaxcala,San José Teacalco,0,0,0,0,0,0,0,0,0
6821,Tlaxcala,San Juan Huactzinco,0,0,0,0,0,0,0,0,0
5045,Tlaxcala,San Lorenzo Axocomanitla,0,0,0,0,0,0,0,0,0
2833,Tlaxcala,San Lucas Tecopilco,0,0,0,0,0,0,0,0,0
6857,Tlaxcala,Santa Ana Nopalucan,0,0,0,0,0,0,0,0,0
4349,Tlaxcala,Santa Apolonia Teacalco,0,0,0,0,0,0,0,0,0
7992,Tlaxcala,Santa Catarina Ayometla,0,0,0,0,0,0,0,0,0
6296,Tlaxcala,Santa Cruz Quilehtla,0,0,0,0,0,0,0,0,0
4436,Tlaxcala,Santa Isabel Xiloxoxtla,0,0,0,0,0,0,0,0,0
414711,Distrito Federal,Azcapotzalco,0,0,0,1,1,10,4,4,1
620416,Distrito Federal,Coyoacán,0,0,0,5,2,11,5,4,1
186391,Distrito Federal,Cuajimalpa de Morelos,0,0,0,2,1,1,2,2,0
1185772,Distrito Federal,Gustavo A. Madero,0,0,0,7,4,28,18,18,3
384326,Distrito Federal,Iztacalco,0,0,1,1,3,9,8,8,2
1815786,Distrito Federal,Iztapalapa,0,0,0,14,5,30,23,24,3
239086,Distrito Federal,La Magdalena Contreras,0,0,0,1,0,4,3,7,0
130582,Distrito Federal,Milpa Alta,0,0,0,0,0,0,4,1,1
727034,Distrito Federal,Álvaro Obregón,0,0,0,2,4,12,8,14,1
360265,Distrito Federal,Tláhuac,0,0,0,1,0,5,4,4,1
650567,Distrito Federal,Tlalpan,0,1,0,2,2,16,9,8,1
415007,Distrito Federal,Xochimilco,0,0,0,0,0,9,5,2,1
385439,Distrito Federal,Benito Juárez,0,0,0,5,0,1,3,7,0
531831,Distrito Federal,Cuauhtémoc,0,0,0,2,8,21,10,23,4
372889,Distrito Federal,Miguel Hidalgo,0,0,0,9,0,12,7,6,0
430978,Distrito Federal,Venustiano Carranza,0,0,0,7,1,15,11,13,1
